file_name,native_language
english566_slow.png,english
english399_slow.png,english
english41_fast.png,english
mandarin4_slow.png,mandarin
english526_fast.png,english
english68_fast.png,english
english51_slow.png,english
mandarin21_slow.png,mandarin
mandarin15_fast.png,mandarin
english28_slow.png,english
english160_fast.png,english
english62_fast.png,english
english371_fast.png,english
english80_fast.png,english
english305_slow.png,english
english530_slow.png,english
english529_slow.png,english
english312_slow.png,english
english296_slow.png,english
english437_slow.png,english
english518_slow.png,english
english374_fast.png,english
english161_fast.png,english
english233_slow.png,english
english467_fast.png,english
english77_slow.png,english
english315_slow.png,english
english551_fast.png,english
english49_fast.png,english
english331_fast.png,english
english541_fast.png,english
english293_fast.png,english
english387_slow.png,english
english102_fast.png,english
mandarin5_slow.png,mandarin
english496_slow.png,english
english498_fast.png,english
english167_slow.png,english
english218_fast.png,english
english242_slow.png,english
english362_fast.png,english
english363_slow.png,english
english22_fast.png,english
english192_fast.png,english
english548_fast.png,english
english4_slow.png,english
english190_fast.png,english
mandarin51_fast.png,mandarin
english525_slow.png,english
english509_slow.png,english
english176_slow.png,english
english64_fast.png,english
english567_fast.png,english
english323_fast.png,english
mandarin48_fast.png,mandarin
english39_fast.png,english
korean5_slow.png,korean
english170_fast.png,english
english438_fast.png,english
english237_slow.png,english
english432_fast.png,english
english266_fast.png,english
english306_slow.png,english
english349_slow.png,english
english250_slow.png,english
english138_fast.png,english
english342_fast.png,english
english157_slow.png,english
korean40_fast.png,korean
english100_fast.png,english
korean26_fast.png,korean
english311_fast.png,english
english95_slow.png,english
english413_slow.png,english
english220_slow.png,english
english146_fast.png,english
english15_slow.png,english
korean42_fast.png,korean
english556_slow.png,english
english570_slow.png,english
english232_fast.png,english
english144_fast.png,english
english535_slow.png,english
english81_fast.png,english
mandarin35_fast.png,mandarin
english473_slow.png,english
english269_fast.png,english
english171_fast.png,english
english415_fast.png,english
korean33_fast.png,korean
english540_slow.png,english
english193_fast.png,english
english439_fast.png,english
english434_fast.png,english
mandarin50_slow.png,mandarin
korean30_slow.png,korean
english479_fast.png,english
english346_fast.png,english
mandarin10_fast.png,mandarin
english38_slow.png,english
english105_fast.png,english
english111_slow.png,english
korean10_slow.png,korean
mandarin46_fast.png,mandarin
english117_slow.png,english
english27_fast.png,english
english116_slow.png,english
english323_slow.png,english
english184_fast.png,english
english141_slow.png,english
english44_slow.png,english
english1_slow.png,english
english413_fast.png,english
mandarin1_fast.png,mandarin
english163_fast.png,english
korean23_slow.png,korean
korean45_slow.png,korean
english314_fast.png,english
english165_fast.png,english
korean31_slow.png,korean
mandarin59_fast.png,mandarin
english554_fast.png,english
english349_fast.png,english
english158_fast.png,english
english20_fast.png,english
english384_slow.png,english
english277_slow.png,english
english200_slow.png,english
english125_slow.png,english
english87_fast.png,english
english56_fast.png,english
english19_fast.png,english
english551_slow.png,english
english7_slow.png,english
english21_slow.png,english
english185_fast.png,english
korean19_fast.png,korean
english302_fast.png,english
mandarin60_fast.png,mandarin
english511_slow.png,english
mandarin4_fast.png,mandarin
korean43_fast.png,korean
english214_slow.png,english
english40_slow.png,english
english536_slow.png,english
english148_fast.png,english
english579_fast.png,english
english512_slow.png,english
mandarin57_slow.png,mandarin
english143_fast.png,english
english92_slow.png,english
english8_fast.png,english
english176_fast.png,english
english249_slow.png,english
english37_fast.png,english
english314_slow.png,english
korean50_fast.png,korean
english520_fast.png,english
english284_slow.png,english
english457_fast.png,english
english261_slow.png,english
english561_slow.png,english
english121_fast.png,english
mandarin31_slow.png,mandarin
english226_slow.png,english
korean50_slow.png,korean
english493_slow.png,english
english97_slow.png,english
english389_fast.png,english
english528_fast.png,english
mandarin47_slow.png,mandarin
english81_slow.png,english
english445_fast.png,english
korean18_slow.png,korean
english104_slow.png,english
english74_fast.png,english
english399_fast.png,english
english573_slow.png,english
english392_fast.png,english
english59_fast.png,english
english480_fast.png,english
english407_fast.png,english
english272_slow.png,english
english231_fast.png,english
english528_slow.png,english
english46_fast.png,english
english362_slow.png,english
english14_fast.png,english
english473_fast.png,english
mandarin24_fast.png,mandarin
english438_slow.png,english
english316_fast.png,english
english63_slow.png,english
english170_slow.png,english
korean37_fast.png,korean
english470_slow.png,english
english334_fast.png,english
mandarin20_slow.png,mandarin
english60_fast.png,english
english60_slow.png,english
english532_slow.png,english
english192_slow.png,english
english450_fast.png,english
korean29_slow.png,korean
english409_slow.png,english
english334_slow.png,english
english322_fast.png,english
english350_fast.png,english
english190_slow.png,english
english436_fast.png,english
english141_fast.png,english
